ds,pred_cases,hour,weekday,eps_dept_desc,Type,pred_cases_total,pred_cases_key,remaining_cases,dept_ratio,order_item_desc,item_ratio,pred_project_cases,tech_minutes,doc_minutes,pred_tech_minutes,pred_doc_minutes,大分类
2026-06-01 22:00:00,0.3212527281470063,22,0,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB < 14 wks , twin fetus 孕早期 （ 小于14周 ） 超声; 双胎 ",1.0,0.3212527281470063,8.35,8.825,2.6824602800275024,2.83505532589733,超声
2026-06-01 23:00:00,0.19609202062048817,23,0,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 00:00:00,0.8434492502652066,0,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",1.0,0.8434492502652066,8.13333333333333,6.55,6.86005390215701,5.524592589237103,超声
2026-06-02 01:00:00,0.8998432572321177,1,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 02:00:00,1.0677982733269604,2,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 03:00:00,1.1199571161033888,3,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 04:00:00,1.0057859041164994,4,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 05:00:00,0.8377294176264272,5,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 06:00:00,0.8377294176264272,6,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 07:00:00,1.2112923531756126,7,1,GZU OBGYN,Ultrasound,,,,,,0.0,0.0,,,,,超声
2026-06-02 08:00:00,1.6939252364068902,8,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.4444444444444444,0.7528556606252845,17.525,7.175,13.19379545245811,5.401739364986416,超声
2026-06-02 08:00:00,1.6939252364068902,8,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.1111111111111111,0.18821391515632113,8.13333333333333,6.55,1.5308065099380779,1.2328011442739033,超声
2026-06-02 08:00:00,1.6939252364068902,8,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.1111111111111111,0.18821391515632113,17.35,6.85,3.265511427962172,1.2892653188207996,超声
2026-06-02 08:00:00,1.6939252364068902,8,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.3333333333333333,0.5646417454689634,31.2416666666666,10.6083333333333,17.64034919802616,5.989907849849901,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.2621359223300971,0.7618229744979451,17.525,7.175,13.350947628076486,5.466079842022756,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat; Twin / 孕晚期胎儿超声检; 双胎,0.009708737864077669,0.028215665722146115,31.125,12.25,0.8782125956017978,0.3456419050962899,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.17475728155339806,0.5078819829986301,8.175,6.325,4.151935211013801,3.212353542466335,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.18446601941747573,0.5360976487207763,8.13333333333333,6.55,4.360260876262311,3.5114395991210845,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.10679611650485436,0.3103723229436073,17.35,6.85,5.384959803071586,2.1260504121637096,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.13592233009708737,0.39501932011004565,31.2416666666666,10.6083333333333,12.341061925771315,4.190496620834055,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.07766990291262135,0.22572532577716892,12.1916666666666,7.61666666666666,2.7519679300999695,1.7192745646694352,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.009708737864077669,0.028215665722146115,16.85,7.55833333333333,0.4754339674181621,0.2132634067498876,超声
2026-06-02 09:00:00,2.90621356938105,9,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.038834951456310676,0.11286266288858446,11.15,9.46666666666666,1.2584186912077167,1.0684332086785988,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.25396825396825395,0.7953114089170541,17.525,7.175,13.937832441271372,5.706359358979863,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat; Twin / 孕晚期胎儿超声检; 双胎,0.007936507936507936,0.02485348152865794,31.125,12.25,0.7735646125794784,0.3044551487260598,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.1984126984126984,0.6213370382164485,8.175,6.325,5.079430287419466,3.929956766719037,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.09523809523809523,0.2982417783438953,8.13333333333333,6.55,2.425699797197014,1.9534836481525142,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.1111111111111111,0.3479487414012112,17.35,6.85,6.036910663311015,2.3834488785982963,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.1984126984126984,0.6213370382164485,31.2416666666666,10.6083333333333,19.411604635612168,6.591350413746137,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB ,anatomic survey ~ 20 wks; twin / 孕中期 （ 20周 ） 筛查; 双胎",0.007936507936507936,0.02485348152865794,57.2916666666667,13.8,1.4238973792460288,0.3429780450954796,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , Single Organ or Follow Up单器官或随访超声检查",0.007936507936507936,0.02485348152865794,12.3291666666666,7.10833333333333,0.30642271601374355,0.17666683119954343,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.03968253968253968,0.12426740764328971,12.1916666666666,7.61666666666666,1.5150268115177654,0.9465034215497224,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.03968253968253968,0.12426740764328971,16.85,7.55833333333333,2.0939058187894317,0.9392544894371977,超声
2026-06-02 10:00:00,3.1315386726109007,10,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.03968253968253968,0.12426740764328971,11.15,9.46666666666666,1.3855815952226802,1.1763981256898084,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,Duplex scan of lower veins including responses to compression and other maneuvers: complete bilateral study 下肢静脉多普勒检查(双侧),0.01098901098901099,0.03357281456706649,29.8125,15.0,1.0008895342806698,0.5035922185059973,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.3516483516483517,1.0743300661461277,17.525,7.175,18.827634409210887,7.708318224598466,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.13186813186813187,0.40287377480479786,8.175,6.325,3.2934931090292228,2.5481766256403464,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , Breast Ultrasound 乳房B超检查",0.01098901098901099,0.03357281456706649,14.4583333333333,8.11666666666666,0.4854069439488352,0.27249934490268946,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.15384615384615385,0.4700194039389308,8.13333333333333,6.55,3.822824485369969,3.078627095799997,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.07692307692307693,0.2350097019694654,17.35,6.85,4.077418329170225,1.609816458490838,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.10989010989010989,0.33572814567066483,31.2416666666666,10.6083333333333,10.488706817660997,3.561516078656292,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , twin NT measurement 孕早期NT测量; 双胎",0.01098901098901099,0.03357281456706649,25.9666666666666,9.63333333333333,0.8717740849248243,0.32341811366274037,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB ,anatomic survey ~ 20 wks; twin / 孕中期 （ 20周 ） 筛查; 双胎",0.01098901098901099,0.03357281456706649,57.2916666666667,13.8,1.9234425012381855,0.4633048410255176,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB < 14 wks , twin fetus 孕早期 （ 小于14周 ） 超声; 双胎 ",0.01098901098901099,0.03357281456706649,8.35,8.825,0.2803330016350052,0.2962800885543618,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.03296703296703297,0.10071844370119946,12.1916666666666,7.61666666666666,1.22792569279045,0.7671388128574685,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.04395604395604396,0.13429125826826596,16.85,7.55833333333333,2.2628077018202815,1.0150180937443098,超声
2026-06-02 11:00:00,3.05512612560305,11,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.04395604395604396,0.13429125826826596,11.15,9.46666666666666,1.4973475296911656,1.271290578272917,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.2926829268292683,0.7834071776416494,17.525,7.175,13.729210788169905,5.620946499578834,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.0975609756097561,0.2611357258805498,8.175,6.325,2.134784559073495,1.6516834661944775,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.3902439024390244,1.0445429035221991,8.13333333333333,6.55,8.495615615313882,6.841756018070404,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.14634146341463414,0.3917035888208247,17.35,6.85,6.796057266041308,2.6831695834226488,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.04878048780487805,0.1305678629402749,31.2416666666666,10.6083333333333,4.079157651359079,1.3851074126914118,超声
2026-06-02 12:00:00,2.6766411902756353,12,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.024390243902439025,0.06528393147013745,16.85,7.55833333333333,1.1000342452718161,0.49343771536178865,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.21678321678321677,0.6853980701827121,17.525,7.175,12.011601179952029,4.917731153560959,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat; Twin / 孕晚期胎儿超声检; 双胎,0.027972027972027972,0.08843846066873705,31.125,12.25,2.7526470883144407,1.0833711431920288,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.15384615384615385,0.4864115336780538,8.175,6.325,3.97641428781809,3.0765529505136904,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , Breast Ultrasound 乳房B超检查",0.006993006993006993,0.022109615167184262,14.4583333333333,8.11666666666666,0.3196681859588717,0.17945637644031212,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.21678321678321677,0.6853980701827121,8.13333333333333,6.55,5.57457097081939,4.489357359696765,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.08391608391608392,0.2653153820062112,17.35,6.85,4.603221877807765,1.8174103667425465,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.1958041958041958,0.6190692246811593,31.2416666666666,10.6083333333333,19.34075436108051,6.567292691825945,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , twin NT measurement 孕早期NT测量; 双胎",0.006993006993006993,0.022109615167184262,25.9666666666666,9.63333333333333,0.5741130071745499,0.2129892927772083,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB ,anatomic survey ~ 20 wks; twin / 孕中期 （ 20周 ） 筛查; 双胎",0.006993006993006993,0.022109615167184262,57.2916666666667,13.8,1.2666967022865991,0.30511268930714286,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.027972027972027972,0.08843846066873705,12.1916666666666,7.61666666666666,1.0782122329863466,0.6736062754268799,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; twin gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 ;双胎 ",0.006993006993006993,0.022109615167184262,25.5333333333333,11.7875,0.5645321739354374,0.26061708878318446,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.04195804195804196,0.1326576910031056,11.15,9.46666666666666,1.4791332546846274,1.2558261414960654,超声
2026-06-02 13:00:00,3.1616749689073496,13,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, pelvic (nonobstetric), limited or follow-up (eg, for follicles) 超声，(非产科)盆腔检查，局部或随访（如卵泡）",0.006993006993006993,0.022109615167184262,12.5083333333333,7.35833333333333,0.2765544363828624,0.16268991827186413,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.267515923566879,0.8469710394730319,17.525,7.175,14.843167466764882,6.0770172082190035,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat; Twin / 孕晚期胎儿超声检; 双胎,0.01910828025477707,0.06049793139093085,31.125,12.25,1.8829981145427226,0.7410996595389029,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.1464968152866242,0.4638174739971365,8.175,6.325,3.7917078499265915,2.9336455230318887,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound ,  Pelvic , transabdominal 经腹盆腔超声检查",0.006369426751592357,0.020165977130310285,10.15,8.44166666666666,0.2046846678726494,0.1702344569417025,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.1910828025477707,0.6049793139093086,8.13333333333333,6.55,4.920498419795708,3.962614506105971,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.09554140127388536,0.3024896569546543,17.35,6.85,5.2481955481632525,2.072054150139382,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.16560509554140126,0.5243154053880673,31.2416666666666,10.6083333333333,16.380487123332166,5.562112592158397,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.03821656050955414,0.1209958627818617,12.1916666666666,7.61666666666666,1.475141227082189,0.9215851548551791,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.025477707006369428,0.08066390852124114,16.85,7.55833333333333,1.3591868585829132,0.6096847085730474,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; twin gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 ;双胎 ",0.012738853503184714,0.04033195426062057,25.5333333333333,11.7875,1.0298092321211771,0.47541291084706494,超声
2026-06-02 14:00:00,3.1660584094587145,14,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.03184713375796178,0.10082988565155142,11.15,9.46666666666666,1.1242532250147983,0.9545229175013528,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.3076923076923077,0.9111866766723636,17.525,7.175,15.968546508683172,6.537764405124209,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.13986013986013987,0.41417576212380164,8.175,6.325,3.3858868553620787,2.6196616954330456,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.16083916083916083,0.47630212644237185,8.13333333333333,6.55,3.8739239617312893,3.1197789281975354,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.1048951048951049,0.31063182159285124,17.35,6.85,5.389462104635969,2.1278279779110307,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.17482517482517482,0.517719702654752,31.2416666666666,10.6083333333333,16.174426377105508,5.492143178995811,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB ,anatomic survey ~ 20 wks; twin / 孕中期 （ 20周 ） 筛查; 双胎",0.006993006993006993,0.02070878810619008,57.2916666666667,13.8,1.186440985250474,0.2857812758654231,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.04195804195804196,0.1242527286371405,12.1916666666666,7.61666666666666,1.5148478499677964,0.9463916164528859,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pregnant , ≧14wks ; single or first gestation 妊娠子宫B超检查 ， 孕产妇和婴儿评价 ， 妊娠头三个月以后 ( 大于14周 ) , 经腹部 , 单胎",0.027972027972027972,0.08283515242476032,16.85,7.55833333333333,1.3957723183572115,0.6260956937438131,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Saline infusion sonohysterography (SIS) 超声，子宫盐水声学造影 ",0.006993006993006993,0.02070878810619008,34.7666666666666,9.94166666666666,0.7199755331585405,0.20587986842237288,超声
2026-06-02 15:00:00,2.9613566991851816,15,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound, Transvaginal, scan to evaluate endometrial stripe thickness and ovaries, including number and sizes of follicles in each follicle 超声，经阴道检测子宫内膜厚度和卵巢，包括卵泡数量和大小",0.027972027972027972,0.08283515242476032,11.15,9.46666666666666,0.9236119495360776,0.7841727762877304,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat - 孕晚期胎儿超声检,0.26373626373626374,0.46169654647406355,17.525,7.175,8.091231976957964,3.3126727209514057,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,Echo exam follow - up / repeat; Twin / 孕晚期胎儿超声检; 双胎,0.01098901098901099,0.01923735610308598,31.125,12.25,0.5987627087085512,0.23565761226280327,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Single Ultrasound ( Follicle trace, Cervix length and shape, AFI, Position of the fetus, early pregnancy follow up, D/C, IUD and S/D etc.）单项超声（如卵泡，宫颈，羊水，胎位，早孕复查，人流术后，节育器或S/D等）",0.12087912087912088,0.21161091713394578,8.175,6.325,1.729919247570007,1.338439050872207,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound ,  Pelvic , transabdominal 经腹盆腔超声检查",0.02197802197802198,0.03847471220617196,10.15,8.44166666666666,0.3905183288926454,0.3247906955404347,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , Breast Ultrasound 乳房B超检查",0.01098901098901099,0.01923735610308598,14.4583333333333,8.11666666666666,0.27814010699045083,0.15614320703671442,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB  < 14 wks , single fetus 孕早期 （ 小于14周 ） 超声 ， 单胎",0.17582417582417584,0.3077976976493757,8.13333333333333,6.55,2.5034212742149213,2.016074919603411,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , NT measurement 孕早期NT测量 ， 单胎",0.06593406593406594,0.11542413661851589,17.35,6.85,2.0026087703312507,0.7906553358368338,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB , anatomic survey ~ 20 wks 孕中期 （ 20周 ） 筛查 ， 单胎",0.12087912087912088,0.21161091713394578,31.2416666666666,10.6083333333333,6.611077736126342,2.244839145929268,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , OB < 14 wks , twin fetus 孕早期 （ 小于14周 ） 超声; 双胎 ",0.01098901098901099,0.01923735610308598,8.35,8.825,0.16063192346076793,0.16976966760973378,超声
2026-06-02 16:00:00,1.7505994053808243,16,1,GZU OBGYN,Ultrasound,,,,,"Ultrasound , pelvis , transvaginal 经阴道盆腔超声检查",0.07692307692307693,0.13466149272160188,12.1916666666666,7.61666666666666,1.6417480320975208,1.0256717028962001,超声
